#' @name Skye_SKL310.spct
#'
#' @title Skye Lux sensor SKL310
#'
#' @note
#' Spectral data digitized from figure in manufacturer's manual.
#' This is typical measured data, and for specific sensor units the
#' calibration data supplied with the sensor must be used as individual
#' may differ in their spectral response. Furthermore, the digigitizing
#' process from figures with a linear scale is prone to errors, which
#' are specially noticeable in regions of low responsivity.
#'
#' Manufacturer: Skye Instruments, Llandrindod Wells, Powys, UK
#' \url{http://www.skyeinstruments.com/}
#'
#' @references
#' Manufacturer's brochure dated 2007-10-09
#'
w.length,s.response
5.361522245969E2,9.969233260409E1
5.365728985480E2,9.958791243753E1
5.371589065010E2,9.945660989484E1
5.375189302906E2,9.945976056050E1
6.576645738862E2,5.605076824090E0
6.568061663951E2,5.918740200278E0
6.557593279914E2,6.294395317621E0
6.549683834197E2,6.607396413517E0
6.543786644523E2,6.834018609532E0
6.539564396294E2,6.983032315764E0
6.533318260486E2,7.209673726875E0
6.529096012257E2,7.358687433107E0
6.522849876448E2,7.585328844218E0
6.518627628220E2,7.734342550450E0
6.512381492411E2,7.960983961560E0
6.508159244183E2,8.109997667792E0
6.504320836702E2,8.297748366081E0
6.500831375357E2,8.485479849275E0
6.494934185682E2,8.712102045291E0
6.490711937454E2,8.861115751522E0
6.486873529974E2,9.048866449812E0
6.483384068628E2,9.236597933005E0
6.479894607282E2,9.424329416199E0
6.476405145936E2,9.612060899393E0
6.470507956262E2,9.838683095408E0
6.466285708034E2,9.987696801640E0
6.462447300553E2,1.017544749993E1
6.458957839208E2,1.036317898312E1
6.455468377862E2,1.055091046632E1
6.451978916516E2,1.073864194951E1
6.445930516850E2,1.098902745415E1
6.438021071133E2,1.130202855005E1
6.434531609787E2,1.148976003324E1
6.431042148442E2,1.167749151643E1
6.427552687096E2,1.186522299963E1
6.421504287430E2,1.211560850427E1
6.413594841713E2,1.242860960016E1
6.410105380367E2,1.261634108336E1
6.406615919021E2,1.280407256655E1
6.403126457676E2,1.299180404975E1
6.399636996330E2,1.317953553294E1
6.396147534984E2,1.336726701613E1
6.392658073638E2,1.355499849933E1
6.389168612293E2,1.374272998252E1
6.386115333615E2,1.390699503032E1
6.382909391004E2,1.416386603001E1
6.378700228255E2,1.449346376434E1
6.375210766910E2,1.468119524753E1
6.371721305564E2,1.486892673073E1
6.368231844218E2,1.505665821392E1
6.364742382872E2,1.524438969712E1
6.361689104195E2,1.540865474491E1
6.358461352450E2,1.563075402769E1
6.356018729508E2,1.583093048775E1
6.353837816167E2,1.599514749780E1
6.350784537489E2,1.618285496213E1
6.347295076144E2,1.637058644532E1
6.343805614798E2,1.655831792852E1
6.340316153452E2,1.674604941171E1
6.337262874775E2,1.691031445951E1
6.334035123030E2,1.713241374229E1
6.331592500088E2,1.733259020234E1
6.329411586747E2,1.749680721240E1
6.326358308069E2,1.768451467672E1
6.322868846723E2,1.787224615992E1
6.319379385378E2,1.805997764311E1
6.315889924032E2,1.824770912631E1
6.312836645354E2,1.841197417410E1
6.309608893609E2,1.863407345688E1
6.307166270667E2,1.883424991694E1
6.304985357326E2,1.899846692699E1
6.301932078649E2,1.918617439132E1
6.298878799971E2,1.935043943911E1
6.295651048226E2,1.957253872190E1
6.293208425284E2,1.977271518195E1
6.290765802342E2,1.993382094779E1
6.287828839043E2,2.022935712312E1
6.284339377697E2,2.060462793855E1
6.279948472171E2,2.100026515398E1
6.278087426119E2,2.118790696672E1
6.275761118556E2,2.143808751035E1
6.274210246846E2,2.161737716158E1
6.272271657210E2,2.183680074231E1
6.269829034268E2,2.199790650815E1
6.266892070969E2,2.229344268348E1
6.263402609623E2,2.266871349891E1
6.259011704096E2,2.306435071433E1
6.257150658045E2,2.325199252708E1
6.254824350481E2,2.350217307070E1
6.253273478772E2,2.368146272193E1
6.251334889135E2,2.390088630266E1
6.248892266193E2,2.406199206850E1
6.245955302894E2,2.435752824383E1
6.242465841548E2,2.473279905927E1
6.238976380203E2,2.510806987470E1
6.234585474676E2,2.550370709012E1
6.232869822847E2,2.568040110220E1
6.230398121061E2,2.596497186302E1
6.227955498119E2,2.612607762886E1
6.225018534820E2,2.642161380419E1
6.221529073474E2,2.679688461962E1
6.218039612128E2,2.717215543505E1
6.213648706601E2,2.756779265047E1
6.211933054773E2,2.774448666255E1
6.209461352986E2,2.802905742337E1
6.207018730044E2,2.819016318921E1
6.204081766745E2,2.848569936454E1
6.200592305399E2,2.886097017998E1
6.197248238276E2,2.917840836168E1
6.195503507603E2,2.934260135287E1
6.193060884661E2,2.950370711871E1
6.190123921362E2,2.979924329403E1
6.185733015835E2,3.019488050946E1
6.184017364007E2,3.037157452153E1
6.181545662220E2,3.065614528236E1
6.179103039278E2,3.081725104820E1
6.176166075979E2,3.111278722353E1
6.172822008856E2,3.143022540523E1
6.171077278183E2,3.159441839641E1
6.168634655241E2,3.175552416225E1
6.165697691942E2,3.205106033758E1
6.162208230596E2,3.242633115302E1
6.158864163473E2,3.274376933472E1
6.157119432800E2,3.290796232590E1
6.154676809858E2,3.306906809175E1
6.151739846559E2,3.336460426707E1
6.147348941032E2,3.376024148250E1
6.145633289204E2,3.393693549457E1
6.143161587417E2,3.422150625540E1
6.140718964475E2,3.438261202124E1
6.137782001176E2,3.467814819657E1
6.134437934053E2,3.499558637827E1
6.132693203380E2,3.515977936945E1
6.130250580438E2,3.532088513529E1
6.127313617139E2,3.561642131062E1
6.122922711612E2,3.601205852605E1
6.121207059783E2,3.618875253812E1
6.118735357997E2,3.647332329894E1
6.116292735055E2,3.663442906478E1
6.113355771756E2,3.692996524011E1
6.110011704632E2,3.724740342182E1
6.108266973960E2,3.741159641300E1
6.105824351018E2,3.757270217884E1
6.102887387718E2,3.786823835417E1
6.098496482192E2,3.826387556959E1
6.096635436140E2,3.845151738234E1
6.094309128577E2,3.870169792596E1
6.092813645143E2,3.890271527520E1
6.090819667231E2,3.923771674046E1
6.088881077594E2,3.949070390803E1
6.085779334176E2,3.980656591815E1
6.083840744539E2,4.001504970450E1
6.082345261105E2,4.021606705374E1
6.080351283194E2,4.055106851899E1
6.078412693557E2,4.080405568657E1
6.075310950139E2,4.111991769668E1
6.073372360502E2,4.132840148304E1
6.071876877068E2,4.152941883227E1
6.069882899156E2,4.186442029753E1
6.067944309520E2,4.211740746510E1
6.064842566101E2,4.243326947522E1
6.062903976465E2,4.264175326157E1
6.061408493031E2,4.284277061081E1
6.059414515119E2,4.317777207607E1
6.057475925483E2,4.343075924364E1
6.054374182064E2,4.374662125376E1
6.052435592428E2,4.395510504011E1
6.050940108994E2,4.415612238934E1
6.048946131082E2,4.449112385460E1
6.047007541445E2,4.474411102217E1
6.043905798027E2,4.505997303229E1
6.041967208390E2,4.526845681864E1
6.040471724956E2,4.546947416788E1
6.038477747045E2,4.580447563314E1
6.036539157408E2,4.605746280071E1
6.033437413990E2,4.637332481083E1
6.031498824353E2,4.658180859718E1
6.030003340919E2,4.678282594641E1
6.028009363007E2,4.711782741167E1
6.026070773371E2,4.737081457924E1
6.022969029952E2,4.768667658936E1
6.021030440316E2,4.789516037571E1
6.019534956882E2,4.809617772495E1
6.017540978970E2,4.843117919021E1
6.015602389334E2,4.868416635778E1
6.012500645915E2,4.900002836790E1
6.010562056279E2,4.920851215425E1
6.008979336311E2,4.942259508218E1
6.005182470037E2,4.987613584419E1
6.001693008691E2,5.025140665962E1
5.998203547346E2,5.062667747505E1
5.994714086000E2,5.100194829048E1
5.991224624654E2,5.137721910592E1
5.987735163308E2,5.175248992135E1
5.984245701963E2,5.212776073678E1
5.980756240617E2,5.250303155221E1
5.977266779271E2,5.287830236765E1
5.973777317925E2,5.325357318308E1
5.970287856580E2,5.362884399851E1
5.966798395234E2,5.400411481394E1
5.963308933888E2,5.437938562938E1
5.959819472542E2,5.475465644481E1
5.956330011197E2,5.512992726024E1
5.952840549851E2,5.550519807567E1
5.949351088505E2,5.588046889110E1
5.945861627159E2,5.625573970654E1
5.942372165814E2,5.663101052197E1
5.938882704468E2,5.700628133740E1
5.935393243122E2,5.738155215283E1
5.931903781776E2,5.775682296827E1
5.928414320431E2,5.813209378370E1
5.924924859085E2,5.850736459913E1
5.921435397739E2,5.888263541456E1
5.917945936393E2,5.925790623000E1
5.914456475048E2,5.963317704543E1
5.910967013702E2,6.000844786086E1
5.907477552356E2,6.038371867629E1
5.903988091010E2,6.075898949173E1
5.900062446996E2,6.119523460900E1
5.896960703578E2,6.163091341472E1
5.893914348435E2,6.198100574499E1
5.891920370523E2,6.231600721025E1
5.889981780887E2,6.256899437782E1
5.886935425743E2,6.291908670809E1
5.884941447832E2,6.325408817335E1
5.883002858195E2,6.350707534093E1
5.879956503052E2,6.385716767120E1
5.877962525140E2,6.419216913646E1
5.876023935504E2,6.444515630403E1
5.872977580360E2,6.479524863430E1
5.870983602449E2,6.513025009956E1
5.869045012812E2,6.538323726713E1
5.865998657669E2,6.573332959740E1
5.864004679757E2,6.606833106266E1
5.862066090121E2,6.632131823023E1
5.859019734977E2,6.667141056051E1
5.857025757066E2,6.700641202577E1
5.855087167429E2,6.725939919334E1
5.852040812286E2,6.760949152361E1
5.850046834374E2,6.794449298887E1
5.848108244738E2,6.819748015644E1
5.846630070140E2,6.834655113433E1
5.845336061557E2,6.849561197092E1
5.844289223154E2,6.876030845170E1
5.841517039973E2,6.907615231423E1
5.839055031135E2,6.934613614879E1
5.837310300462E2,6.969838941481E1
5.834538117282E2,7.001423327733E1
5.832076108443E2,7.028421711189E1
5.830331377771E2,7.063647037791E1
5.827559194590E2,7.095231424044E1
5.825097185752E2,7.122229807500E1
5.823352455079E2,7.157455134101E1
5.820580271899E2,7.189039520354E1
5.818118263060E2,7.216037903810E1
5.816373532388E2,7.251263230412E1
5.813601349207E2,7.282847616664E1
5.811139340369E2,7.309846000120E1
5.809438227963E2,7.346021806759E1
5.804102259988E2,7.385004671976E1
5.799885827529E2,7.413940203937E1
5.796679884917E2,7.439627303906E1
5.792470722169E2,7.472587077339E1
5.788981260823E2,7.491360225659E1
5.785491799478E2,7.510133373978E1
5.782002338132E2,7.528906522298E1
5.778512876786E2,7.547679670617E1
5.775459598109E2,7.564106175396E1
5.772253655497E2,7.589793275366E1
5.768044492749E2,7.622753048799E1
5.764555031403E2,7.641526197118E1
5.761065570057E2,7.660299345438E1
5.757576108712E2,7.679072493757E1
5.754086647366E2,7.697845642076E1
5.751033368688E2,7.714272146856E1
5.747827426077E2,7.739959246825E1
5.743618263329E2,7.772919020258E1
5.740128801983E2,7.791692168578E1
5.736639340637E2,7.810465316897E1
5.733149879291E2,7.829238465217E1
5.729660417946E2,7.848011613536E1
5.726607139268E2,7.864438118315E1
5.723379387523E2,7.886648046594E1
5.720936764581E2,7.906665692599E1
5.718755851240E2,7.923087393605E1
5.715702572563E2,7.941858140037E1
5.712213111217E2,7.960631288357E1
5.708723649871E2,7.979404436676E1
5.705670371194E2,7.995830941456E1
5.702442619449E2,8.018040869734E1
5.699999996507E2,8.038058515739E1
5.697557373565E2,8.054169092323E1
5.694765804488E2,8.077939446483E1
5.693021073815E2,8.094358745602E1
5.690307048324E2,8.113388095195E1
5.687874118330E2,8.138458830944E1
5.683861237783E2,8.177239056966E1
5.678219941940E2,8.224154954431E1
5.673392853745E2,8.271066368372E1
5.667751557903E2,8.317982265836E1
5.662924469708E2,8.364893679778E1
5.657283173866E2,8.411809577242E1
5.652456085671E2,8.458720991184E1
5.646814789829E2,8.505636888648E1
5.641987701634E2,8.552548302590E1
5.636346405791E2,8.599464200054E1
5.631519317596E2,8.646375613996E1
5.626721308246E2,8.685003880638E1
5.624243790691E2,8.704896692573E1
5.618899099063E2,8.749591741322E1
5.614072010868E2,8.796503155264E1
5.609274001517E2,8.833256028584E1
5.606220722840E2,8.852026775016E1
5.603603626830E2,8.870795119562E1
5.600550348153E2,8.889565865994E1
5.597060886807E2,8.908339014314E1
5.593571425461E2,8.927112162633E1
5.590081964116E2,8.945885310952E1
5.586592502770E2,8.964658459272E1
5.583103041424E2,8.983431607591E1
5.579613580078E2,9.002204755910E1
5.576124118733E2,9.020977904230E1
5.572634657387E2,9.039751052549E1
5.569145196041E2,9.058524200869E1
5.565655734695E2,9.077297349188E1
5.562166273350E2,9.096070497507E1
5.558676812004E2,9.114843645827E1
5.555187350658E2,9.133616794146E1
5.551697889312E2,9.152389942465E1
5.548208427967E2,9.171163090785E1
5.544718966621E2,9.189936239104E1
5.541229505275E2,9.208709387424E1
5.537740043929E2,9.227482535743E1
5.534250582584E2,9.246255684062E1
5.530761121238E2,9.265028832382E1
5.527271659892E2,9.283801980701E1
5.523782198546E2,9.302575129020E1
5.520292737201E2,9.321348277340E1
5.516803275855E2,9.340121425659E1
5.513313814509E2,9.358894573979E1
5.509824353163E2,9.377667722298E1
5.506334891818E2,9.396440870617E1
5.501798592068E2,9.418970570110E1
5.498163736500E2,9.435556560182E1
5.494121777107E2,9.452769923123E1
5.490632315762E2,9.471543071443E1
5.487142854416E2,9.490316219762E1
5.483653393070E2,9.509089368081E1
5.480163931724E2,9.527862516401E1
5.475482237752E2,9.546173381547E1
5.469259365019E2,9.567774671675E1
5.466206086341E2,9.584201176454E1
5.462716624996E2,9.602974324774E1
5.459227163650E2,9.621747473093E1
5.455737702304E2,9.640520621412E1
5.452248240958E2,9.656949528079E1
5.449194962281E2,9.668687549552E1
5.446025368225E2,9.679957363198E1
5.441343674253E2,9.699205925006E1
5.438290395575E2,9.715632429786E1
5.434800934230E2,9.734405578105E1
5.431311472884E2,9.753178726424E1
5.427822011538E2,9.769607633091E1
5.424768732861E2,9.781345654564E1
5.421715454183E2,9.790739434385E1
5.418225992837E2,9.802219386450E1
7.493583128223E2,-8.457048204974E-3
7.490093666877E2,-8.264897249811E-3
7.486604205531E2,-8.072746294649E-3
7.483114744185E2,-7.880595339486E-3
7.479625282840E2,-7.688444384324E-3
7.476135821494E2,-7.496293429162E-3
7.472646360148E2,-7.304142473999E-3
7.469156898802E2,-7.111991518837E-3
7.465667437457E2,-6.919840563674E-3
7.462177976111E2,-6.727689608512E-3
7.458688514765E2,-6.535538653349E-3
7.455199053419E2,-6.343387698187E-3
7.451709592074E2,-6.151236743024E-3
7.448220130728E2,-5.959085787862E-3
7.444730669382E2,-5.766934832699E-3
7.441241208036E2,-5.574783877537E-3
7.437751746691E2,-5.382632922374E-3
7.434262285345E2,-5.190481967212E-3
7.430772823999E2,-4.998331012049E-3
7.427283362653E2,-4.806180056887E-3
7.423793901308E2,-4.614029101724E-3
7.420304439962E2,-4.421878146562E-3
7.416814978616E2,-4.229727191399E-3
7.413325517270E2,-4.037576236237E-3
7.409836055925E2,-3.845425281074E-3
7.406346594579E2,-3.653274325912E-3
7.402857133233E2,-3.461123370749E-3
7.399367671887E2,-3.268972415587E-3
7.395878210542E2,-3.076821460424E-3
7.392388749196E2,-2.884670505262E-3
7.388899287850E2,-2.692519550099E-3
7.385409826504E2,-2.500368594937E-3
7.381920365159E2,-2.308217639774E-3
7.378430903813E2,-2.116066684612E-3
7.374941442467E2,-1.923915729449E-3
7.371451981121E2,-1.731764774287E-3
7.367962519776E2,-1.539613819124E-3
7.364473058430E2,-1.347462863962E-3
7.360983597084E2,-1.155311908799E-3
7.357494135738E2,-9.631609536370E-4
7.354004674393E2,-7.710099984745E-4
7.350515213047E2,-5.788590433120E-4
7.347025751701E2,-3.867080881495E-4
7.343536290355E2,-1.945571329870E-4
7.340046829010E2,-2.406177824543E-6
7.336557367664E2,1.897447773380E-4
7.333067906318E2,3.818957325004E-4
7.329578444972E2,5.740466876629E-4
7.326088983627E2,7.661976428254E-4
7.322599522281E2,9.583485979879E-4
7.319110060935E2,1.150499553150E-3
7.315620599589E2,1.342650508313E-3
7.312131138244E2,1.534801463475E-3
7.308641676898E2,1.726952418638E-3
7.305152215552E2,1.919103373800E-3
7.301662754206E2,2.111254328963E-3
7.298173292861E2,2.303405284125E-3
7.294683831515E2,2.495556239288E-3
7.291194370169E2,2.687707194450E-3
7.287704908823E2,2.879858149613E-3
7.284215447478E2,3.072009104775E-3
7.280725986132E2,3.264160059938E-3
7.277236524786E2,3.456311015100E-3
7.273747063440E2,3.648461970263E-3
7.270257602095E2,3.840612925425E-3
7.266768140749E2,4.032763880588E-3
7.263278679403E2,4.224914835750E-3
7.259789218057E2,4.417065790913E-3
7.256299756712E2,4.609216746075E-3
7.252810295366E2,4.801367701238E-3
7.249320834020E2,4.993518656400E-3
7.245831372674E2,5.185669611563E-3
7.242341911329E2,5.377820566725E-3
7.238852449983E2,5.569971521888E-3
7.235362988637E2,5.762122477050E-3
7.231873527291E2,5.954273432213E-3
7.228384065946E2,6.146424387375E-3
7.224894604600E2,6.338575342538E-3
7.221405143254E2,6.530726297700E-3
7.217915681908E2,6.722877252862E-3
7.214426220563E2,6.915028208025E-3
7.210936759217E2,7.107179163187E-3
7.207447297871E2,7.299330118350E-3
7.203957836525E2,7.491481073512E-3
7.200468375180E2,7.683632028675E-3
7.196978913834E2,7.875782983837E-3
7.193489452488E2,8.067933939000E-3
7.189999991142E2,8.260084894162E-3
7.186510529797E2,8.452235849325E-3
7.183021068451E2,8.644386804487E-3
7.179531607105E2,8.836537759650E-3
7.176042145759E2,9.028688714812E-3
7.172552684414E2,9.220839669975E-3
7.169063223068E2,9.412990625137E-3
7.165573761722E2,9.605141580300E-3
7.162084300376E2,9.797292535462E-3
7.158594839031E2,9.989443490625E-3
7.155105377685E2,1.018159444579E-2
7.151615916339E2,1.037374540095E-2
7.148126454993E2,1.056589635611E-2
7.144636993648E2,1.075804731127E-2
7.141147532302E2,1.095019826644E-2
7.137658070956E2,1.114234922160E-2
7.134168609610E2,1.133450017676E-2
7.130679148265E2,1.152665113192E-2
7.127189686919E2,1.171880208709E-2
7.123700225573E2,1.191095304225E-2
7.120210764227E2,1.210310399741E-2
7.116721302882E2,1.229525495257E-2
7.113231841536E2,1.248740590774E-2
7.109742380190E2,1.267955686290E-2
7.105671341953E2,4.416028835035E-2
7.102763457499E2,1.068335248925E-1
7.099273996153E2,1.070256758477E-1
7.095784534807E2,1.072178268028E-1
7.092295073461E2,1.074099777580E-1
6.860354939636E2,1.339187671110E0
6.631147540984E2,4.232866324836E0
6.680327868852E2,3.128836571098E0
6.737704918033E2,2.024355456055E0
6.803278688525E2,9.194229797068E-1
6.872950819672E2,9.155864086084E-1
6.979508196721E2,2.489257600924E-1
7.053278688525E2,2.459919116054E-2
