AS7343-F3 x,AS7343-F3 y
7.918778046901E2,2.591986806197E-2
7.948923822598E2,2.850633257921E-2
7.979494094270E2,3.104565777019E-2
8.027459572480E2,2.196098494117E-2
8.080786455205E2,8.443067820362E-3
8.187006472852E2,3.478323731566E-3
8.301997834968E2,2.187089885891E-3
8.425808735755E2,2.117022933025E-3
8.523161020531E2,-1.616544698267E-3
8.730986461137E2,-1.734157083435E-3
9.991204558430E2,-2.447338567965E-3
