AS7343-F5 x,AS7343-F5 y
5.718294135668E2,1.672076968718E-1
5.722524181463E2,1.583236305342E-1
5.725717306396E2,1.499249693722E-1
5.729288944524E2,1.415260940025E-1
5.735164665695E2,1.314465438858E-1
5.740827448024E2,1.227555940802E-1
5.744595523057E2,1.138078131493E-1
5.748825568851E2,1.049237468117E-1
5.754026380418E2,9.616908241282E-2
5.760259162265E2,8.718092126321E-2
5.765448422475E2,7.901404318927E-2
5.772706573827E2,7.012826318889E-2
5.782977298777E2,6.134323992826E-2
5.795788057467E2,5.285791639274E-2
5.811754807638E2,4.466569634077E-2
5.830666621622E2,3.718154371848E-2
5.852060266453E2,2.982510487311E-2
5.894829163332E2,1.925818430878E-2
5.918421120923E2,1.457142380497E-2
5.958337967391E2,8.418043908624E-3
6.042448895611E2,3.465811775697E-3
6.170681614283E2,3.393242431657E-3
6.683588391871E2,4.329136730654E-3
6.789591535616E2,1.039993771826E-2
6.842653350238E2,1.036990902418E-2
6.900329759548E2,5.280045376693E-4
7.262846534837E2,4.001323486888E-3
7.554614223962E2,7.514680694886E-3
7.775753312424E2,4.937217785884E-3
7.996916497987E2,1.133583201726E-3
9.995578182115E2,2.502391173789E-6
