AS7343-F4 x,AS7343-F4 y
5.010514046736E2,3.526939006416E-1
5.011421186733E2,3.546851410615E-1
5.013043174953E2,3.588221728610E-1
5.015057396059E2,3.615730019474E-1
5.015960717528E2,3.644464140227E-1
5.017014471021E2,3.678125563320E-1
5.018502476767E2,3.700083912543E-1
5.019178134525E2,3.739955149641E-1
5.021254539123E2,3.762724863776E-1
5.021736395702E2,3.787177974458E-1
5.023196326054E2,3.823880958534E-1
5.024632485758E2,3.854336417824E-1
5.024977995077E2,3.871128170743E-1
5.027545077751E2,3.913097913690E-1
5.028714394739E2,3.944054695838E-1
5.030103338928E2,3.960320738507E-1
5.030778996686E2,4.000191975605E-1
5.033337257863E2,4.047414800422E-1
5.033358710382E2,4.036498768673E-1
5.035904340537E2,4.089384543368E-1
5.037452170719E2,4.120339183438E-1
5.038841114909E2,4.136605226106E-1
5.041762528399E2,4.190113640103E-1
5.042288441714E2,4.211408934444E-1
5.044699302771E2,4.237334322841E-1
5.046530065877E2,4.277179030468E-1
5.047982727519E2,4.299237542259E-1
5.049435389160E2,4.321296054049E-1
5.050969257360E2,4.363176679732E-1
5.052939345769E2,4.383639859901E-1
5.053824413443E2,4.408363586493E-1
5.056391496117E2,4.450333329439E-1
5.056732054855E2,4.469644166609E-1
5.058746275961E2,4.497152457472E-1
5.060003928247E2,4.537425249276E-1
5.062080332845E2,4.560194963411E-1
5.062562189424E2,4.584648074092E-1
5.065507785292E2,4.626615674961E-1
5.066322843496E2,4.648442883081E-1
5.068066046469E2,4.673838499777E-1
5.069896809576E2,4.713683207404E-1
5.071711482474E2,4.744136524615E-1
5.073373684344E2,4.759541342945E-1
5.075199947889E2,4.804274244680E-1
5.077586172274E2,4.836468673851E-1
5.079248374144E2,4.851873492181E-1
5.081091139627E2,4.888209446416E-1
5.084584516333E2,4.925670634458E-1
5.085757086233E2,4.942437714374E-1
5.087703200830E2,4.969627510134E-1
5.092668599486E2,5.015749453176E-1
5.094568378918E2,5.030793478343E-1
5.098953660388E2,5.063334932440E-1
5.104487940426E2,5.095263166996E-1
5.108659148955E2,5.116612803827E-1
5.116851226485E2,5.148376192414E-1
5.123491468675E2,5.167884624419E-1
5.130505846463E2,5.185338374782E-1
5.139617059000E2,5.203090142658E-1
5.149608105576E2,5.216281138217E-1
5.160716079907E2,5.223161174906E-1
5.169465935699E2,5.220139771221E-1
5.181870486424E2,5.200741812661E-1
5.188269294462E2,5.183212154519E-1
5.193358904579E2,5.165090130084E-1
5.200790670066E2,5.125462902921E-1
5.206912888930E2,5.091840839669E-1
5.213946381462E2,5.043927305059E-1
5.219491268251E2,5.001416840311E-1
5.224487927275E2,4.951717172691E-1
5.228740604298E2,4.917395955436E-1
5.234583416546E2,4.870032288962E-1
5.236186867916E2,4.833705154650E-1
5.255888518168E2,4.677198919337E-1
5.262400654245E2,4.591914004173E-1
5.268621884735E2,4.507910255927E-1
5.274841543612E2,4.424706216966E-1
5.281003059353E2,4.328287458077E-1
5.286760131920E2,4.236199366379E-1
5.292018096179E2,4.149836955157E-1
5.297127950637E2,4.062715666745E-1
5.302892879633E2,3.975495706719E-1
5.304731094640E2,3.884155520690E-1
5.326407544866E2,3.609119845907E-1
5.328465130216E2,3.525139660523E-1
5.333825101989E2,3.438231876129E-1
5.337517474383E2,3.348754495236E-1
5.340710599316E2,3.264767883617E-1
5.344282237444E2,3.180779129920E-1
5.348810521382E2,3.091511937924E-1
5.353240291372E2,3.009572558275E-1
5.356906219739E2,2.920405210935E-1
5.362577410197E2,2.836554519294E-1
5.372174843814E2,2.662535381652E-1
5.376862808556E2,2.579145083870E-1
5.381989164951E2,2.483626847959E-1
5.388243399317E2,2.382829204714E-1
5.393603371090E2,2.295921420320E-1
5.397674256678E2,2.206441897349E-1
5.403439185674E2,2.119221937323E-1
5.406717433102E2,2.034721702895E-1
5.421032130585E2,1.838527500595E-1
5.423901581799E2,1.755987179539E-1
5.428538632824E2,1.674046626847E-1
5.433315937222E2,1.587996819673E-1
5.438425791680E2,1.500875531261E-1
5.444663524108E2,1.408474835515E-1
5.450901256536E2,1.316074139769E-1
5.457122487027E2,1.232070391523E-1
5.463343717517E2,1.148066643276E-1
5.469564948007E2,1.064062895029E-1
5.477893824636E2,9.687414549248E-2
5.484797588691E2,8.844239601886E-2
5.493621399030E2,8.001755695830E-2
5.503021908296E2,7.169597772415E-2
5.515315851838E2,6.245248082405E-2
5.529297492990E2,5.388777415649E-2
5.547130920900E2,4.621692698738E-2
5.568911769456E2,3.959507705292E-2
5.590216424151E2,3.344981815138E-2
5.612455478146E2,2.641069847635E-2
5.632898032655E2,1.940641613708E-2
5.660754678553E2,1.435253906233E-2
5.693028894277E2,8.568187379051E-3
5.759404356756E2,6.078308161132E-3
5.834671649206E2,1.131080810552E-3
6.926812472659E2,2.965333540939E-3
9.995602279215E2,-1.223669283982E-3
